OTU ID	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
New.CleanUp.ReferenceOTU1691302	unidentified|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Agaricomycotina;g__Agaricomycetes;s__unidentified	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1693786	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1721842	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Polychytriales;g__Incertae Sedis;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1724504	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Eurotiomycetes;g__Chaetothyriales;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1730491	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1770529	uncultured_eukaryote|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Sorodiplophrys;g__uncultured eukaryote;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1774461	unidentified|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Agaricomycotina;g__Agaricomycetes;s__unidentified	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1779067	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__LKM15;g__uncultured Eimeriidae;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1786989	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1790815	Diplophrys_sp_ATCC_50360|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Amphitremida;g__Diplophrys sp. ATCC_50360;s__Diplophrys_sp_ATCC_50360	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1791248	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1815558	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Cryptomycota;g__LKM11;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1852063	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU185329	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1863625	uncultured_Nucleariidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Nucleariidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1870533	uncultured_Tremellaceae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascomycota;g__Amb-18S-784;s__uncultured_Tremellaceae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1900919	uncultured_Chytridiomycota|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Cryptomycota;g__LKM11;s__uncultured_Chytridiomycota	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1902125	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1916619	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1920194	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1921531	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1945400	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Cryptomycota;g__LKM11;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1961142	Ammopiptanthus_mongolicus|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Sorodiplophrys;g__Ammopiptanthus mongolicus;s__Ammopiptanthus_mongolicus	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1971986	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1978944	unidentified|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Agaricomycotina;g__Agaricomycetes;s__unidentified	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1993750	Derxomyces_anomalus|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Derxomyces;s__Derxomyces_anomalus	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2016329	Sorodiplophrys_stercorea|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Sorodiplophrys;g__Sorodiplophrys stercorea;s__Sorodiplophrys_stercorea	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2055503	uncultured_Nucleariidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Nucleariidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2056603	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU205799	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Paramicrosporidium;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2081559	uncultured_Chytridiomycota|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Chytridiomycetes;g__Chytridiales;s__uncultured_Chytridiomycota	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU208788	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Endogonales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2114313	Caprifoliaceae_environmental_sample|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Sorodiplophrys;g__Caprifoliaceae environmental sample;s__Caprifoliaceae_environmental_sample	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2122977	uncultured_marine_eukaryote|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Thraustochytriaceae;g__Aplanochytrium;s__uncultured_marine_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2123397	uncultured_Nucleariidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Nucleariidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2156687	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2182212	uncultured_Nucleariidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Nucleariidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2191524	uncultured_eukaryote|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Sorodiplophrys;g__uncultured eukaryote;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2205930	Lagenidium_giganteum|p__SAR;c__Stramenopiles;o__Peronosporomycetes;f__Lagenidium;g__Lagenidium giganteum;s__Lagenidium_giganteum	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2232236	Caprifoliaceae_environmental_sample|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Sorodiplophrys;g__Caprifoliaceae environmental sample;s__Caprifoliaceae_environmental_sample	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2273581	uncultured_Nucleariidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Nucleariidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2303411	uncultured_eukaryote|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Sorodiplophrys;g__uncultured eukaryote;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2304409	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2328801	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU234636	Caprifoliaceae_environmental_sample|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Sorodiplophrys;g__Caprifoliaceae environmental sample;s__Caprifoliaceae_environmental_sample	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2352425	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2356557	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2372666	uncultured_Tremellaceae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascomycota;g__Amb-18S-784;s__uncultured_Tremellaceae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2396450	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2409227	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ustilaginomycetes;g__Ustilaginales;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2452658	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2453606	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2499775	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ustilaginomycetes;g__Ustilaginales;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU250909	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Chytridiomycetes;g__uncultured;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2511250	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2525950	uncultured_Eimeriidae|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Sorodiplophrys;g__uncultured Eimeriidae;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2533355	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2543741	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Cryptomycota;g__LKM11;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU255280	uncultured_Eimeriidae|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Sorodiplophrys;g__uncultured Eimeriidae;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2579298	Diplophrys_sp_ATCC_50360|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Amphitremida;g__Diplophrys sp. ATCC_50360;s__Diplophrys_sp_ATCC_50360	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2590474	Oryza_sativa_Indica_Group_(long-grained_rice)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycotina;g__Microbotryomycetes;s__Oryza_sativa_Indica_Group_(long-grained_rice)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU261020	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2614268	Leptolegnia_sp|p__SAR;c__Stramenopiles;o__Peronosporomycetes;f__Leptolegnia;g__Leptolegnia sp.;s__Leptolegnia_sp	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2656286	uncultured_Tremellaceae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascomycota;g__Amb-18S-784;s__uncultured_Tremellaceae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2657746	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU267002	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ustilaginomycetes;g__Ustilaginales;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2692115	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Paramicrosporidium;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU273933	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2771243	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU278618	uncultured_Chytridiomycota|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Chytridiomycetes;g__Chytridiales;s__uncultured_Chytridiomycota	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2787595	uncultured_Tremellaceae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascomycota;g__Amb-18S-784;s__uncultured_Tremellaceae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2789950	Caprifoliaceae_environmental_sample|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Sorodiplophrys;g__Caprifoliaceae environmental sample;s__Caprifoliaceae_environmental_sample	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2819364	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2822428	Diplophrys_sp_ATCC_50360|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Amphitremida;g__Diplophrys sp. ATCC_50360;s__Diplophrys_sp_ATCC_50360	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2891760	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU291074	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Cryptomycota;g__LKM11;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2921840	Caprifoliaceae_environmental_sample|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Sorodiplophrys;g__Caprifoliaceae environmental sample;s__Caprifoliaceae_environmental_sample	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2936424	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Cryptomycota;g__LKM11;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2948791	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2961379	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__LKM15;g__uncultured eukaryote;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2970981	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU2971957	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Chytridiomycetes;g__uncultured;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU3000580	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Chytridiomycetes;g__uncultured;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU3016990	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Eurotiomycetes;g__Chaetothyriales;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU3044481	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ustilaginomycetes;g__Ustilaginales;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU3044984	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ustilaginomycetes;g__Ustilaginales;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU307962	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ustilaginomycetes;g__Ustilaginales;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU3081773	Lobulomyces_angularis|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Lobulomycetaceae;g__Lobulomyces;s__Lobulomyces_angularis	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU3087815	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Cryptomycota;g__LKM11;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU3111434	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU3118789	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ustilaginomycetes;g__Ustilaginales;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU3142382	Leptolegnia_sp|p__SAR;c__Stramenopiles;o__Peronosporomycetes;f__Leptolegnia;g__Leptolegnia sp.;s__Leptolegnia_sp	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU3150972	Caprifoliaceae_environmental_sample|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Sorodiplophrys;g__Caprifoliaceae environmental sample;s__Caprifoliaceae_environmental_sample	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU3152211	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ustilaginomycetes;g__Ustilaginales;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU3165839	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Chytridiomycetes;g__uncultured;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU317703	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ustilaginomycetes;g__Ustilaginales;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU3185650	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU3208299	uncultured_eukaryote|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Sorodiplophrys;g__uncultured eukaryote;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU3219055	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__LKM15;g__uncultured eukaryote;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU3238952	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Chytridiomycetes;g__uncultured;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU3242769	uncultured_Chytridiomycota|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Chytridiomycetes;g__Spizellomycetales;s__uncultured_Chytridiomycota	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU354260	unidentified|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Agaricomycotina;g__Agaricomycetes;s__unidentified	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU356430	Hazardia_milleri|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Gurleyidae;g__Hazardia;s__Hazardia_milleri	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU361483	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU36166	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__LKM15;g__uncultured eukaryote;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU363605	uncultured_Tremellaceae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascomycota;g__Amb-18S-784;s__uncultured_Tremellaceae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU390513	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU399407	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU40051	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ustilaginomycetes;g__Ustilaginales;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU414191	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU494176	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Cryptomycota;g__LKM11;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU496974	Cephaliophora_irregularis|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Cephaliophora;s__Cephaliophora_irregularis	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU558645	unidentified|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Agaricomycotina;g__Agaricomycetes;s__unidentified	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU564289	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU571848	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU579995	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU587623	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
